id,Location,row,col,Date,Lat,Lon,SounderFt,Tdeploy,Tretrieve,Deployer,Lat.dec,Lon.dec,Date & Time,Temp(°C),Depth(m),Date_Time,delta_depth,updown
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5758796296,9.53,14.44,2022-07-16T13:49:15Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5759027778,9.5,14.47,2022-07-16T13:49:18Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5759259259,9.5,14.47,2022-07-16T13:49:19Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5759490741,9.53,13.99,2022-07-16T13:49:22Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5759722222,9.57,13.7,2022-07-16T13:49:23Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5759953704,9.6,13.61,2022-07-16T13:49:26Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5760185185,9.6,13.38,2022-07-16T13:49:27Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5760416667,9.63,13.06,2022-07-16T13:49:30Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5760648148,9.67,12.9,2022-07-16T13:49:31Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.576087963,9.7,12.91,2022-07-16T13:49:34Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5761111111,9.73,12.88,2022-07-16T13:49:35Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5761342593,9.76,12.76,2022-07-16T13:49:38Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5761574074,9.8,12.76,2022-07-16T13:49:39Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5761805556,9.8,12.76,2022-07-16T13:49:42Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5762037037,9.83,12.54,2022-07-16T13:49:43Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5762268519,9.86,12.38,2022-07-16T13:49:46Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.57625,9.9,12.29,2022-07-16T13:49:47Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5762731481,9.9,12.13,2022-07-16T13:49:49Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5762962963,9.9,11.96,2022-07-16T13:49:52Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5763194444,9.93,11.58,2022-07-16T13:49:53Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5763425926,10,11.3,2022-07-16T13:49:56Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5763657407,10.06,10.88,2022-07-16T13:49:57Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5763888889,10.26,10.65,2022-07-16T13:50:00Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.576412037,10.42,10.19,2022-07-16T13:50:01Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5764351852,10.59,9.62,2022-07-16T13:50:04Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5764583333,10.72,9.09,2022-07-16T13:50:05Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5764814815,10.85,8.42,2022-07-16T13:50:08Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5765046296,11.14,7.74,2022-07-16T13:50:09Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5765277778,11.43,7.13,2022-07-16T13:50:12Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5765509259,11.85,6.27,2022-07-16T13:50:13Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5765740741,12.13,5.26,2022-07-16T13:50:16Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5765972222,12.55,4.4,2022-07-16T13:50:17Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5766203704,12.86,3.59,2022-07-16T13:50:20Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5766435185,13.08,2.83,2022-07-16T13:50:21Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5766666667,13.27,2.53,2022-07-16T13:50:24Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5766898148,13.4,2.05,2022-07-16T13:50:25Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.576712963,13.49,1.83,2022-07-16T13:50:28Z,0,up
2,Transect7a,2,2,7/16/22,42 59 49.8,70 37 17.5,55.2,NA,NA,Petra,42.99716667,-70.62152778,44758.5767361111,13.62,1.06,2022-07-16T13:50:29Z,0,up
3,Transect9,1,2,7/16/22,42 59 59.0,70 36 97.2,56.7,NA,NA,Aly,42.99972222,-70.627,44758.5767592593,13.71,0.23,2022-07-16T13:50:32Z,1,down
3,Transect9,1,2,7/16/22,42 59 59.0,70 36 97.2,56.7,NA,NA,Aly,42.99972222,-70.627,44758.5818981481,16.08,0.59,2022-07-16T13:57:55Z,0,down
3,Transect9,1,2,7/16/22,42 59 59.0,70 36 97.2,56.7,NA,NA,Aly,42.99972222,-70.627,44758.5819212963,15.93,0.86,2022-07-16T13:57:58Z,0,down
3,Transect9,1,2,7/16/22,42 59 59.0,70 36 97.2,56.7,NA,NA,Aly,42.99972222,-70.627,44758.5819444444,15.81,1.53,2022-07-16T13:57:59Z,0,down
3,Transect9,1,2,7/16/22,42 59 59.0,70 36 97.2,56.7,NA,NA,Aly,42.99972222,-70.627,44758.5819675926,15.72,2.41,2022-07-16T13:58:02Z,0,down
